scenario_id,context_condition,claim_id,claim_text,gpcs_claim_text,claim_type,gpcs_trust_score,gpcs_unsupported,self_consistency_recurrence_rate,self_consistency_unsupported,agreement,source_system,fault_type,batch
rcaeval-01,none,claim-22,checkoutservice is itself the noisy neighbor on node-worker-01,checkoutservice is itself the noisy neighbor on node-worker-01,entity_relationship,0.708,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-23,No other noisy neighbors exist on node-worker-01,No other noisy neighbors exist on node-worker-01,entity_relationship,0.72,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-24,checkoutservice has no dependencies (dependencies=[]),checkoutservice has no dependencies (dependencies=[]),entity_relationship,0.708,False,0.5,False,True,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-25,Fault is isolated to the pod itself,Fault is isolated to the pod itself,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-26,No security breach explains the behavior,No security breach explains the behavior,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-27,Deployment regression cannot be confirmed,Deployment regression cannot be confirmed,general,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-28,Git metadata is missing,Git metadata is missing,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,none,claim-29,Missing git metadata prevents confirmation of deployment regression,Missing git metadata prevents confirmation of deployment regression,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-1,Pod 'checkoutservice' is located on node 'node-worker-01',Pod 'checkoutservice' is located on node 'node-worker-01',entity_relationship,0.713,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-2,Pod 'checkoutservice' has Failed status,Pod 'checkoutservice' has Failed status,state,0.708,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-3,Failure is classified as Isolated CPU/Memory Exhaustion Failure,Failure is classified as Isolated CPU/Memory Exhaustion Failure,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-4,Failure was caused by an isolated internal resource pressure event,Failure was caused by an isolated internal resource pressure event,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-5,The resource pressure event involved a 42.6x CPU spike,The resource pressure event involved a 42.6x CPU spike,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-6,There was no downstream error propagation,There was no downstream error propagation,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-7,There was no dependency impact,There was no dependency impact,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-8,Failure is contained to checkoutservice only,Failure is contained to checkoutservice only,state,0.708,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-9,Correlated telemetry indicates internal application-level resource exhaustion,Correlated telemetry indicates internal application-level resource exhaustion,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-10,Failure was not caused by an external factor,Failure was not caused by an external factor,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-11,Failure was not caused by a deployment-driven factor,Failure was not caused by a deployment-driven factor,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-12,MONITORING with confidence 0.85 confirms high CPU anomaly,MONITORING with confidence 0.85 confirms high CPU anomaly,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-13,checkoutservice_cpu spiked 42.6x from 0.4289 to 18.29,checkoutservice_cpu spiked 42.6x from 0.4289 to 18.29,state,0.353,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-14,checkoutservice_mem increased 38.5% from 1.172e+07 to 1.624e+07,checkoutservice_mem increased 38.5% from 1.172e+07 to 1.624e+07,state,0.348,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-15,Sockets increased from 9 to 10.96,Sockets increased from 9 to 10.96,state,0.0,True,1.0,False,False,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-16,Workload increased only 4.1% from 0.9144 to 0.9521,Workload increased only 4.1% from 0.9144 to 0.9521,state,0.0,True,1.0,False,False,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-17,p50 latency increased only 5.6% from 0.2968 to 0.3136,p50 latency increased only 5.6% from 0.2968 to 0.3136,state,0.0,True,1.0,False,False,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-18,Metrics indicate CPU spin/inefficient computation rather than load-induced saturation,Metrics indicate CPU spin/inefficient computation rather than load-induced saturation,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-19,LOGS with confidence 0.89 found zero checkoutservice log entries/errors,LOGS with confidence 0.89 found zero checkoutservice log entries/errors,state,0.71,False,0.5,False,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-20,frontend error rate dropped to 0 after timestamp 1705354566,frontend error rate dropped to 0 after timestamp 1705354566,temporal,0.338,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-21,frontend-external error rate dropped to 0 after timestamp 1705354566,frontend-external error rate dropped to 0 after timestamp 1705354566,temporal,0.353,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-22,No error propagation or downstream service failure occurred,No error propagation or downstream service failure occurred,state,0.514,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-23,TOPOLOGY with confidence 0.95 rules out noisy-neighbor contention,TOPOLOGY with confidence 0.95 rules out noisy-neighbor contention,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-24,noisy_neighbors list contains only itself (checkoutservice) on node-worker-01,noisy_neighbors list contains only itself (checkoutservice) on node-worker-01,entity_relationship,0.713,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-25,checkoutservice has no dependencies to evaluate,checkoutservice has no dependencies to evaluate,entity_relationship,0.708,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-26,SECURITY with confidence 0.8 rules out breach/RBAC compromise,SECURITY with confidence 0.8 rules out breach/RBAC compromise,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-27,DEPLOYMENTS with confidence 0.2 reports Degraded status,DEPLOYMENTS with confidence 0.2 reports Degraded status,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-28,DEPLOYMENTS has null SHA and null commit_msg,DEPLOYMENTS has null SHA and null commit_msg,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-29,DEPLOYMENTS has very low confidence (0.2),DEPLOYMENTS has very low confidence (0.2),state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,raw,claim-30,Deployment regression cannot be correlated and is discounted as root cause,Deployment regression cannot be correlated and is discounted as root cause,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-1,Pod 'checkoutservice' is in 'Failed' state,Pod 'checkoutservice' is in 'Failed' state,state,0.713,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-2,Pod 'checkoutservice' failure is due to acute internal CPU and memory pressure,Pod 'checkoutservice' failure is due to acute internal CPU and memory pressure,causal,0.713,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-3,Impact is currently isolated to the checkoutservice pod,Impact is currently isolated to the checkoutservice pod,state,0.708,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-4,There is no downstream error propagation yet,There is no downstream error propagation yet,state,0.0,True,0.5,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-5,Frontend errors dropped to 0,Frontend errors dropped to 0,state,0.0,True,0.5,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-6,Checkout functionality is unavailable,Checkout functionality is unavailable,state,0.504,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-7,Correlated telemetry isolates the failure to an internal application-level resource anomaly,Correlated telemetry isolates the failure to an internal application-level resource anomaly,causal,0.0,True,0.5,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-8,The internal application-level resource anomaly occurred at 1705354566,The internal application-level resource anomaly occurred at 1705354566,temporal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-9,The failure is not due to external contention,The failure is not due to external contention,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-10,The failure is not due to deployment regression,The failure is not due to deployment regression,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-11,LOGS Agent has confidence 0.89,LOGS Agent has confidence 0.89,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-12,LOGS Agent shows a 42.6x CPU spike with mean 0.4289 increasing to 18.29,LOGS Agent shows a 42.6x CPU spike with mean 0.4289 increasing to 18.29,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-13,LOGS Agent shows a +38.5% memory spike with 1.172e+07 increasing to 1.624e+07,LOGS Agent shows a +38.5% memory spike with 1.172e+07 increasing to 1.624e+07,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-14,Workload increase was only +4% with 0.9144 increasing to 0.9521,Workload increase was only +4% with 0.9144 increasing to 0.9521,state,0.0,True,1.0,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-15,Latency increase was only +5.6% with 0.2968 increasing to 0.3136,Latency increase was only +5.6% with 0.2968 increasing to 0.3136,state,0.343,True,1.0,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-16,CPU and memory spikes with only minor workload and latency increases indicate inefficiency/infinite loop or memory pressure rather than load-driven scale,CPU and memory spikes with only minor workload and latency increases indicate inefficiency/infinite loop or memory pressure rather than load-driven scale,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-17,TOPOLOGY Agent has confidence 0.99,TOPOLOGY Agent has confidence 0.99,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-18,Pod 'checkoutservice' is on node-worker-01,Pod 'checkoutservice' is on node-worker-01,entity_relationship,0.713,False,1.0,False,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-19,There are no noisy neighbors on node-worker-01,There are no noisy neighbors on node-worker-01,state,0.72,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-20,Neighbors list for node-worker-01 contains only checkoutservice itself,Neighbors list for node-worker-01 contains only checkoutservice itself,entity_relationship,0.72,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-21,Dependencies list is empty,Dependencies list is empty,entity_relationship,0.0,True,0.5,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-22,Absence of noisy neighbors rules out node contention as cause,Absence of noisy neighbors rules out node contention as cause,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-23,SECURITY Agent has confidence 0.8,SECURITY Agent has confidence 0.8,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-24,SECURITY Agent rules out breach/RBAC issues,SECURITY Agent rules out breach/RBAC issues,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-25,MONITORING Agent has confidence 0.35,MONITORING Agent has confidence 0.35,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-26,MONITORING Agent is discounted as inconclusive,MONITORING Agent is discounted as inconclusive,general,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-27,MONITORING Agent data is a single cumulative counter point of 95.0 without rate/baseline,MONITORING Agent data is a single cumulative counter point of 95.0 without rate/baseline,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-28,DEPLOYMENTS Agent has confidence 0.2,DEPLOYMENTS Agent has confidence 0.2,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-29,Deployment 'checkoutservice-deploy' is in 'Degraded' state,Deployment 'checkoutservice-deploy' is in 'Degraded' state,state,0.703,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-30,SHA and commit_msg for deployment 'checkoutservice-deploy' are null,SHA and commit_msg for deployment 'checkoutservice-deploy' are null,state,0.693,False,0.0,True,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-31,No git correlation can confirm or rule out regression due to null SHA/commit_msg,No git correlation can confirm or rule out regression due to null SHA/commit_msg,general,0.0,True,0.5,False,False,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-32,No explicit error logs were found,No explicit error logs were found,state,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-01,hybrid,claim-33,Absence of explicit error logs is consistent with a CPU-throttling / OOM / crash failure before log emission,Absence of explicit error logs is consistent with a CPU-throttling / OOM / crash failure before log emission,causal,0.0,True,0.0,True,True,Online Boutique,cpu,batch-01
rcaeval-02,none,claim-1,Pod 'carts' has Failed,Pod 'carts' has Failed,state,0.516,False,1.0,False,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-2,Pod 'carts' failure was due to isolated CPU resource exhaustion,Pod 'carts' failure was due to isolated CPU resource exhaustion,causal,0.349,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-3,Isolated CPU resource exhaustion caused 2-3x latency degradation,Isolated CPU resource exhaustion caused 2-3x latency degradation,causal,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-4,Latency degradation cascaded to orders service,Latency degradation cascaded to orders service,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-5,Latency degradation cascaded to front-end service,Latency degradation cascaded to front-end service,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-6,Impact is localized to carts service,Impact is localized to carts service,state,0.508,False,0.5,False,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-7,Carts service experienced degraded performance,Carts service experienced degraded performance,state,0.554,False,0.0,True,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-8,Carts service experienced degraded availability,Carts service experienced degraded availability,state,0.53,False,0.0,True,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-9,"After timestamp 1705596179, pod 'carts' experienced a CPU mean spike","After timestamp 1705596179, pod 'carts' experienced a CPU mean spike",temporal,0.359,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-10,CPU mean increased 30x from 1.549 to 47.01,CPU mean increased 30x from 1.549 to 47.01,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-11,p90 latency increased 3.6x from 0.0234 to 0.08415 correlating with CPU spike,p90 latency increased 3.6x from 0.0234 to 0.08415 correlating with CPU spike,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-12,p50 latency increased 2.2x from 0.01362 to 0.02978,p50 latency increased 2.2x from 0.01362 to 0.02978,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-13,carts_socket metric increased from 10.47 to 13.44,carts_socket metric increased from 10.47 to 13.44,state,0.368,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-14,Metrics pattern indicates CPU saturation/resource exhaustion performance failure,Metrics pattern indicates CPU saturation/resource exhaustion performance failure,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-15,Cascading latency was observed in orders service,Cascading latency was observed in orders service,state,0.338,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-16,Cascading latency was observed in front-end service,Cascading latency was observed in front-end service,state,0.339,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-17,carts-db showed only slight CPU/diskio elevation,carts-db showed only slight CPU/diskio elevation,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-18,Slight CPU/diskio elevation in carts-db confirms isolation to carts,Slight CPU/diskio elevation in carts-db confirms isolation to carts,causal,0.548,False,0.0,True,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-19,Pod 'carts' is isolated on node-worker-01,Pod 'carts' is isolated on node-worker-01,entity_relationship,0.71,False,0.5,False,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-20,"No external noisy neighbors exist for carts pod, noisy_neighbors contains only itself","No external noisy neighbors exist for carts pod, noisy_neighbors contains only itself",entity_relationship,0.508,False,0.5,False,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-21,Dependencies for carts pod are empty,Dependencies for carts pod are empty,entity_relationship,0.506,False,0.5,False,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-22,No explicit carts error logs were present,No explicit carts error logs were present,state,0.541,False,1.0,False,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-23,Failure is NOT attributable to a deployment regression,Failure is NOT attributable to a deployment regression,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-24,sha/commit_msg is null,sha/commit_msg is null,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,none,claim-25,Failure is NOT attributable to a security breach,Failure is NOT attributable to a security breach,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-1,Pod 'carts' has Failed status,Pod 'carts' has Failed status,state,0.519,False,1.0,False,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-2,Pod 'carts' failure was due to severe internal resource exhaustion,Pod 'carts' failure was due to severe internal resource exhaustion,causal,0.0,True,1.0,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-3,A ~30x CPU spike caused 2-3.6x latency degradation (p50/p90),A ~30x CPU spike caused 2-3.6x latency degradation (p50/p90),causal,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-4,CPU spike caused cascading performance degradation to dependent orders service,CPU spike caused cascading performance degradation to dependent orders service,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-5,CPU spike caused cascading performance degradation to front-end service,CPU spike caused cascading performance degradation to front-end service,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-6,"At timestamp 1705596179, carts_cpu mean spiked from 1.549 to 47.01 (~30x)","At timestamp 1705596179, carts_cpu mean spiked from 1.549 to 47.01 (~30x)",temporal,0.38,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-7,carts_latency-50 increased from 0.01362 to 0.02978,carts_latency-50 increased from 0.01362 to 0.02978,state,0.38,True,1.0,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-8,carts_latency-90 increased from 0.0234 to 0.08415,carts_latency-90 increased from 0.0234 to 0.08415,state,0.375,True,1.0,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-9,Socket usage increased from 10.47 to 13.44,Socket usage increased from 10.47 to 13.44,state,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-10,Latency degradation was concurrent with the CPU spike at timestamp 1705596179,Latency degradation was concurrent with the CPU spike at timestamp 1705596179,temporal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-11,Increased socket usage was concurrent with the CPU spike,Increased socket usage was concurrent with the CPU spike,temporal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-12,Metrics indicate CPU saturation/resource exhaustion,Metrics indicate CPU saturation/resource exhaustion,state,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-13,Pod 'carts' is isolated on node-worker-01,Pod 'carts' is isolated on node-worker-01,entity_relationship,0.71,False,1.0,False,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-14,noisy_neighbors contains only 'carts' itself,noisy_neighbors contains only 'carts' itself,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-15,dependencies is empty,dependencies is empty,state,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-16,TOPOLOGY confirms isolation with confidence 0.99,TOPOLOGY confirms isolation with confidence 0.99,state,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-17,Contention is self-generated and not caused by co-located pods,Contention is self-generated and not caused by co-located pods,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-18,Noisy-neighbor contention is ruled out,Noisy-neighbor contention is ruled out,general,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-19,SECURITY rules out breach/RBAC causes with confidence 0.8,SECURITY rules out breach/RBAC causes with confidence 0.8,general,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-20,DEPLOYMENTS 'carts-deploy' has Degraded status with confidence 0.65,DEPLOYMENTS 'carts-deploy' has Degraded status with confidence 0.65,state,0.0,True,1.0,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-21,"DEPLOYMENTS Degraded status is assessed as a symptom/effect of the pod failure, not a verifiable root cause","DEPLOYMENTS Degraded status is assessed as a symptom/effect of the pod failure, not a verifiable root cause",causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-22,git sha is null,git sha is null,state,0.0,True,0.5,False,False,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-23,commit_msg is null,commit_msg is null,state,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-24,Null git sha and commit_msg cannot be correlated to a regression,Null git sha and commit_msg cannot be correlated to a regression,general,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-25,MONITORING is inconclusive due to single cumulative counter without baseline with confidence 0.35,MONITORING is inconclusive due to single cumulative counter without baseline with confidence 0.35,general,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-26,MONITORING does not contradict the CPU exhaustion pattern,MONITORING does not contradict the CPU exhaustion pattern,general,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-27,Root cause is internal application-level CPU exhaustion,Root cause is internal application-level CPU exhaustion,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-28,Internal application-level CPU exhaustion led to performance collapse,Internal application-level CPU exhaustion led to performance collapse,causal,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-29,Internal application-level CPU exhaustion led to pod failure,Internal application-level CPU exhaustion led to pod failure,causal,0.516,False,0.5,False,True,Sock Shop,cpu,batch-01
rcaeval-02,raw,claim-30,"Possible causes of internal CPU exhaustion include hot loop, inefficient query, thread leak, or insufficient CPU limits/requests","Possible causes of internal CPU exhaustion include hot loop, inefficient query, thread leak, or insufficient CPU limits/requests",general,0.0,True,0.0,True,True,Sock Shop,cpu,batch-01
rcaeval-02,hybrid,claim-1,Pod 'carts' has Failed status,Pod 'carts' has Failed status,state,0.519,False,1.0,False,True,Sock Shop,cpu,batch-01
